,eigVal,eigVec,Gain,Loss,Coupling bt. bands,Coupling bt. band1 and exciton,Coupling bt. band2 and exciton,Ecm,XC
253,"[1657.42668817-1.07400580e+01j 1657.42668817+1.07400580e+01j
 1650.14662366+2.29139578e-13j]","[[ 0.89278703+0.j         -0.06349574-0.29244361j  0.01318106-0.30943584j]
 [-0.06349574+0.29244361j  0.89278703+0.j          0.01318106+0.30943584j]
 [ 0.08850282+0.32487475j  0.08850282-0.32487475j  0.89897244+0.j        ]]",15.18,15.18,8,5.0,5.0,1657.5,1650
254,"[1657.42747437-1.08252250e+01j 1657.42747437+1.08252250e+01j
 1650.14505125-2.45420876e-13j]","[[ 0.89383519+0.j         -0.06289409-0.29097953j  0.01305072-0.30833659j]
 [-0.06289409+0.29097953j  0.89383519+0.j          0.01305072+0.30833659j]
 [ 0.08766535+0.32364901j  0.08766535-0.32364901j  0.89973132+0.j        ]]",15.24,15.24,8,5.0,5.0,1657.5,1650
255,"[1657.42824669-1.09100479e+01j 1657.42824669+1.09100479e+01j
 1650.14350662-2.28978726e-13j]","[[ 0.89486631+0.j         -0.06230182-0.28953267j  0.0129225 -0.30724519j]
 [-0.06230182+0.28953267j  0.89486631+0.j          0.0129225 +0.30724519j]
 [ 0.08684099+0.32243177j  0.08684099-0.32243177j  0.90048143+0.j        ]]",15.299999999999999,15.299999999999999,8,5.0,5.0,1657.5,1650
256,"[1657.42900548-1.09945351e+01j 1657.42900548+1.09945351e+01j
 1650.14198904-4.06056464e-13j]","[[ 0.89588079+0.j         -0.06171873-0.28810267j  0.01279638-0.30616155j]
 [-0.06171873+0.28810267j  0.89588079+0.j          0.01279638+0.30616155j]
 [ 0.08602945+0.32122296j  0.08602945-0.32122296j  0.9012229 +0.j        ]]",15.36,15.36,8,5.0,5.0,1657.5,1650
257,"[1657.42975108-1.10786945e+01j 1657.42975108+1.10786945e+01j
 1650.14049785-5.74152937e-13j]","[[ 0.89687905+0.j         -0.0611446 -0.28668918j  0.01267229-0.30508557j]
 [-0.0611446 +0.28668918j  0.89687905+0.j          0.01267229+0.30508557j]
 [ 0.08523041+0.3200225j   0.08523041-0.3200225j   0.90195589+0.j        ]]",15.42,15.42,8,5.0,5.0,1657.5,1650
258,"[1657.43048382-1.11625335e+01j 1657.43048382+1.11625335e+01j
 1650.13903237-2.59694154e-13j]","[[ 0.89786146+0.j         -0.06057923-0.28529187j  0.01255018-0.30401715j]
 [-0.06057923+0.28529187j  0.89786146+0.j          0.01255018+0.30401715j]
 [ 0.08444359+0.31883035j  0.08444359-0.31883035j  0.90268052+0.j        ]]",15.479999999999999,15.479999999999999,8,5.0,5.0,1657.5,1650
259,"[1657.43120402-1.12460597e+01j 1657.43120402+1.12460597e+01j
 1650.13759197-4.79709826e-13j]","[[ 0.89882839+0.j         -0.06002242-0.28391042j  0.01243002-0.30295622j]
 [-0.06002242+0.28391042j  0.89882839+0.j          0.01243002+0.30295622j]
 [ 0.08366871+0.31764642j  0.08366871-0.31764642j  0.90339695+0.j        ]]",15.54,15.54,8,5.0,5.0,1657.5,1650
260,"[1657.43191198-1.13292801e+01j 1657.43191198+1.13292801e+01j
 1650.13617603-7.32163075e-13j]","[[ 0.89978022+0.j         -0.05947397-0.28254449j  0.01231175-0.30190269j]
 [-0.05947397+0.28254449j  0.89978022+0.j          0.01231175+0.30190269j]
 [ 0.0829055 +0.31647067j  0.0829055 -0.31647067j  0.90410529+0.j        ]]",15.6,15.6,8,5.0,5.0,1657.5,1650
261,"[1657.43260802-1.14122016e+01j 1657.43260802+1.14122016e+01j
 1650.13478396-9.81795010e-14j]","[[ 0.90071729+0.j         -0.05893371-0.2811938j   0.01219533-0.30085647j]
 [-0.05893371+0.2811938j   0.90071729+0.j          0.01219533+0.30085647j]
 [ 0.08215371+0.31530302j  0.08215371-0.31530302j  0.90480568+0.j        ]]",15.66,15.66,8,5.0,5.0,1657.5,1650
262,"[1657.43329241-1.14948308e+01j 1657.43329241+1.14948308e+01j
 1650.13341518-3.29864166e-13j]","[[ 0.90163994+0.j         -0.05840145-0.27985804j  0.01208072-0.29981747j]
 [-0.05840145+0.27985804j  0.90163994+0.j          0.01208072+0.29981747j]
 [ 0.08141308+0.3141434j   0.08141308-0.3141434j   0.90549825+0.j        ]]",15.719999999999999,15.719999999999999,8,5.0,5.0,1657.5,1650
263,"[1657.43396544-1.15771742e+01j 1657.43396544+1.15771742e+01j
 1650.13206913-7.48717128e-13j]","[[ 0.9025485 +0.j         -0.05787702-0.27853691j  0.01196788-0.29878562j]
 [-0.05787702+0.27853691j  0.9025485 +0.j          0.01196788+0.29878562j]
 [ 0.08068336+0.31299175j  0.08068336-0.31299175j  0.90618312+0.j        ]]",15.78,15.78,8,5.0,5.0,1657.5,1650
264,"[1657.43462737-1.16592380e+01j 1657.43462737+1.16592380e+01j
 1650.13074526-2.08462924e-13j]","[[ 0.90344328+0.j         -0.05736026-0.27723016j  0.01185677-0.29776084j]
 [-0.05736026+0.27723016j  0.90344328+0.j          0.01185677+0.29776084j]
 [ 0.07996432+0.31184801j  0.07996432-0.31184801j  0.90686041+0.j        ]]",15.84,15.84,8,5.0,5.0,1657.5,1650
265,"[1657.43527847-1.17410282e+01j 1657.43527847+1.17410282e+01j
 1650.12944306-2.60379126e-13j]","[[ 0.9043246 +0.j         -0.05685098-0.27593749j  0.01174735-0.29674305j]
 [-0.05685098+0.27593749j  0.9043246 +0.j          0.01174735+0.29674305j]
 [ 0.07925572+0.31071212j  0.07925572-0.31071212j  0.90753023+0.j        ]]",15.899999999999999,15.899999999999999,8,5.0,5.0,1657.5,1650
266,"[1657.43591899-1.18225507e+01j 1657.43591899+1.18225507e+01j
 1650.12816202-7.44711965e-13j]","[[ 0.90519275+0.j         -0.05634905-0.27465865j  0.01163958-0.29573216j]
 [-0.05634905+0.27465865j  0.90519275+0.j          0.01163958+0.29573216j]
 [ 0.07855735+0.30958399j  0.07855735-0.30958399j  0.90819272+0.j        ]]",15.959999999999999,15.959999999999999,8,5.0,5.0,1657.5,1650
267,"[1657.43654918-1.19038110e+01j 1657.43654918+1.19038110e+01j
 1650.12690163-4.97453799e-13j]","[[ 0.90604801+0.j         -0.0558543 -0.27339338j  0.01153343-0.29472812j]
 [-0.0558543 +0.27339338j  0.90604801+0.j          0.01153343+0.29472812j]
 [ 0.07786898+0.30846357j  0.07786898-0.30846357j  0.90884797+0.j        ]]",16.02,16.02,8,5.0,5.0,1657.5,1650
268,"[1657.43716928-1.19848147e+01j 1657.43716928+1.19848147e+01j
 1650.12566144+9.73813590e-14j]","[[ 0.90689068+0.j         -0.05536658-0.27214143j  0.01142886-0.29373083j]
 [-0.05536658+0.27214143j  0.90689068+0.j          0.01142886+0.29373083j]
 [ 0.07719041+0.3073508j   0.07719041-0.3073508j   0.90949611+0.j        ]]",16.08,16.08,8,5.0,5.0,1657.5,1650
269,"[1657.43777952-1.20655670e+01j 1657.43777952+1.20655670e+01j
 1650.12444097-6.02237613e-13j]","[[ 0.90772102+0.j         -0.05488575-0.27090256j  0.01132584-0.29274022j]
 [-0.05488575+0.27090256j  0.90772102+0.j          0.01132584+0.29274022j]
 [ 0.07652143+0.3062456j   0.07652143-0.3062456j   0.91013723+0.j        ]]",16.14,16.14,8,5.0,5.0,1657.5,1650
270,"[1657.43838011-1.21460731e+01j 1657.43838011+1.21460731e+01j
 1650.12323977-7.79106128e-13j]","[[ 0.9085393 +0.j         -0.05441166-0.26967654j  0.01122433-0.29175624j]
 [-0.05441166+0.26967654j  0.9085393 +0.j          0.01122433+0.29175624j]
 [ 0.07586185+0.30514792j  0.07586185-0.30514792j  0.91077145+0.j        ]]",16.2,16.2,8,5.0,5.0,1657.5,1650
271,"[1657.43897129-1.22263381e+01j 1657.43897129+1.22263381e+01j
 1650.12205742-1.67625261e-13j]","[[ 0.90934577+0.j         -0.05394419-0.26846313j  0.0111243 -0.29077879j]
 [-0.05394419+0.26846313j  0.90934577+0.j          0.0111243 +0.29077879j]
 [ 0.07521146+0.30405768j  0.07521146-0.30405768j  0.91139886+0.j        ]]",16.259999999999998,16.259999999999998,8,5.0,5.0,1657.5,1650
272,"[1657.43955326-1.23063667e+01j 1657.43955326+1.23063667e+01j
 1650.12089348-6.64817292e-13j]","[[ 0.91014069+0.j         -0.05348319-0.26726211j  0.01102572-0.28980782j]
 [-0.05348319+0.26726211j  0.91014069+0.j          0.01102572+0.28980782j]
 [ 0.07457009+0.30297483j  0.07457009-0.30297483j  0.91201958+0.j        ]]",16.32,16.32,8,5.0,5.0,1657.5,1650
273,"[1657.44012622-1.23861636e+01j 1657.44012622+1.23861636e+01j
 1650.11974756-6.86356394e-13j]","[[ 0.91092428+0.j         -0.05302853-0.26607326j  0.01092857-0.28884326j]
 [-0.05302853+0.26607326j  0.91092428+0.j          0.01092857+0.28884326j]
 [ 0.07393755+0.3018993j   0.07393755-0.3018993j   0.9126337 +0.j        ]]",16.38,16.38,8,5.0,5.0,1657.5,1650
274,"[1657.44069038-1.24657334e+01j 1657.44069038+1.24657334e+01j
 1650.11861924-6.94221893e-13j]","[[ 0.9116968 +0.j         -0.05258009-0.26489638j  0.0108328 -0.28788504j]
 [-0.05258009+0.26489638j  0.9116968 +0.j          0.0108328 +0.28788504j]
 [ 0.07331366+0.30083102j  0.07331366-0.30083102j  0.91324132+0.j        ]]",16.439999999999998,16.439999999999998,8,5.0,5.0,1657.5,1650
275,"[1657.44124592-1.25450805e+01j 1657.44124592+1.25450805e+01j
 1650.11750816-2.59543297e-13j]","[[ 0.91245845+0.j         -0.05213774-0.26373126j  0.0107384 -0.28693309j]
 [-0.05213774+0.26373126j  0.91245845+0.j          0.0107384 +0.28693309j]
 [ 0.07269826+0.29976993j  0.07269826-0.29976993j  0.91384254+0.j        ]]",16.5,16.5,8,5.0,5.0,1657.5,1650
276,"[1657.44179304-1.26242093e+01j 1657.44179304+1.26242093e+01j
 1650.11641392-6.27876062e-13j]","[[ 0.91320948+0.j         -0.05170137-0.26257769j  0.01064533-0.28598735j]
 [-0.05170137+0.26257769j  0.91320948+0.j          0.01064533+0.28598735j]
 [ 0.07209117+0.29871597j  0.07209117-0.29871597j  0.91443744+0.j        ]]",16.56,16.56,8,5.0,5.0,1657.5,1650
277,"[1657.44233191-1.27031238e+01j 1657.44233191+1.27031238e+01j
 1650.11533618-2.14872723e-13j]","[[ 0.91395009+0.j         -0.05127086-0.26143549j  0.01055356-0.28504775j]
 [-0.05127086+0.26143549j  0.91395009+0.j          0.01055356+0.28504775j]
 [ 0.07149223+0.29766908j  0.07149223-0.29766908j  0.91502612+0.j        ]]",16.62,16.62,8,5.0,5.0,1657.5,1650
278,"[1657.44286272-1.27818283e+01j 1657.44286272+1.27818283e+01j
 1650.11427457-5.75246550e-13j]","[[ 0.91468049+0.j         -0.0508461 -0.26030445j  0.01046308-0.28411424j]
 [-0.0508461 +0.26030445j  0.91468049+0.j          0.01046308+0.28411424j]
 [ 0.07090129+0.29662919j  0.07090129-0.29662919j  0.91560868+0.j        ]]",16.68,16.68,8,5.0,5.0,1657.5,1650
279,"[1657.44338563-1.28603266e+01j 1657.44338563+1.28603266e+01j
 1650.11322875-4.85526117e-13j]","[[ 0.91540088+0.j         -0.05042697-0.25918441j  0.01037385-0.28318674j]
 [-0.05042697+0.25918441j  0.91540088+0.j          0.01037385+0.28318674j]
 [ 0.07031818+0.29559624j  0.07031818-0.29559624j  0.91618519+0.j        ]]",16.74,16.74,8,5.0,5.0,1657.5,1650
280,"[1657.44390081-1.29386226e+01j 1657.44390081+1.29386226e+01j
 1650.11219838-5.89585830e-13j]","[[ 0.91611147+0.j         -0.05001337-0.25807516j  0.01028585-0.2822652j ]
 [-0.05001337+0.25807516j  0.91611147+0.j          0.01028585+0.2822652j ]
 [ 0.06974277+0.29457017j  0.06974277-0.29457017j  0.91675575+0.j        ]]",16.8,16.8,8,5.0,5.0,1657.5,1650
281,"[1657.44440842-1.30167199e+01j 1657.44440842+1.30167199e+01j
 1650.11118315+6.06103002e-14j]","[[ 0.91681245+0.j         -0.04960519-0.25697655j  0.01019906-0.28134957j]
 [-0.04960519+0.25697655j  0.91681245+0.j          0.01019906+0.28134957j]
 [ 0.06917489+0.29355092j  0.06917489-0.29355092j  0.91732045+0.j        ]]",16.86,16.86,8,5.0,5.0,1657.5,1650
282,"[1657.44490863-1.30946224e+01j 1657.44490863+1.30946224e+01j
 1650.11018274-8.60126318e-14j]","[[ 0.917504  +0.j         -0.04920233-0.25588839j  0.01011345-0.28043977j]
 [-0.04920233+0.25588839j  0.917504  +0.j          0.01011345+0.28043977j]
 [ 0.06861442+0.29253843j  0.06861442-0.29253843j  0.91787936+0.j        ]]",16.919999999999998,16.919999999999998,8,5.0,5.0,1657.5,1650
283,"[1657.44540158-1.31723334e+01j 1657.44540158+1.31723334e+01j
 1650.10919683-1.21469337e-13j]","[[ 0.91818631+0.j         -0.04880469-0.25481052j  0.01002899-0.27953575j]
 [-0.04880469+0.25481052j  0.91818631+0.j          0.01002899+0.27953575j]
 [ 0.06806121+0.29153263j  0.06806121-0.29153263j  0.91843256+0.j        ]]",16.98,16.98,8,5.0,5.0,1657.5,1650
284,"[1657.44588743-1.32498565e+01j 1657.44588743+1.32498565e+01j
 1650.10822514-3.15872650e-13j]","[[ 0.91885955+0.j         -0.04841218-0.25374278j  0.00994568-0.27863746j]
 [-0.04841218+0.25374278j  0.91885955+0.j          0.00994568+0.27863746j]
 [ 0.06751512+0.29053348j  0.06751512-0.29053348j  0.91898014+0.j        ]]",17.04,17.04,8,5.0,5.0,1657.5,1650
285,"[1657.44636632-1.33271949e+01j 1657.44636632+1.33271949e+01j
 1650.10726737-6.91960497e-14j]","[[ 0.9195239 +0.j         -0.0480247 -0.252685j    0.00986347-0.27774484j]
 [-0.0480247 +0.252685j    0.9195239 +0.j          0.00986347+0.27774484j]
 [ 0.06697603+0.2895409j   0.06697603-0.2895409j   0.91952218+0.j        ]]",17.099999999999998,17.099999999999998,8,5.0,5.0,1657.5,1650
286,"[1657.44683838-1.34043521e+01j 1657.44683838+1.34043521e+01j
 1650.10632323-2.24153733e-13j]","[[ 0.92017953+0.j         -0.04764216-0.25163702j  0.00978236-0.27685782j]
 [-0.04764216+0.25163702j  0.92017953+0.j          0.00978236+0.27685782j]
 [ 0.0664438 +0.28855484j  0.0664438 -0.28855484j  0.92005875+0.j        ]]",17.16,17.16,8,5.0,5.0,1657.5,1650
287,"[1657.44730377-1.34813311e+01j 1657.44730377+1.34813311e+01j
 1650.10539246-8.00812227e-13j]","[[ 0.9208266 +0.j         -0.04726446-0.2505987j   0.00970232-0.27597637j]
 [-0.04726446+0.2505987j   0.9208266 +0.j          0.00970232+0.27597637j]
 [ 0.06591832+0.28757524j  0.06591832-0.28757524j  0.92058993+0.j        ]]",17.22,17.22,8,5.0,5.0,1657.5,1650
288,"[1657.44776261-1.35581350e+01j 1657.44776261+1.35581350e+01j
 1650.10447478-3.25937417e-13j]","[[ 0.92146527+0.j         -0.04689152-0.24956989j  0.00962334-0.27510042j]
 [-0.04689152+0.24956989j  0.92146527+0.j          0.00962334+0.27510042j]
 [ 0.06539945+0.28660204j  0.06539945-0.28660204j  0.92111579+0.j        ]]",17.28,17.28,8,5.0,5.0,1657.5,1650
289,"[1657.44821503-1.36347670e+01j 1657.44821503+1.36347670e+01j
 1650.10356994-3.26050631e-14j]","[[ 0.9220957 +0.j         -0.04652326-0.24855043j  0.00954538-0.27422992j]
 [-0.04652326+0.24855043j  0.9220957 +0.j          0.00954538+0.27422992j]
 [ 0.06488708+0.28563519j  0.06488708-0.28563519j  0.92163641+0.j        ]]",17.34,17.34,8,5.0,5.0,1657.5,1650
290,"[1657.44866116-1.37112299e+01j 1657.44866116+1.37112299e+01j
 1650.10267768-6.97227797e-13j]","[[ 0.92271804+0.j         -0.04615959-0.2475402j   0.00946844-0.27336482j]
 [-0.04615959+0.2475402j   0.92271804+0.j          0.00946844+0.27336482j]
 [ 0.06438109+0.28467463j  0.06438109-0.28467463j  0.92215186+0.j        ]]",17.4,17.4,8,5.0,5.0,1657.5,1650
291,"[1657.44910113-1.37875266e+01j 1657.44910113+1.37875266e+01j
 1650.10179775-2.01013637e-13j]","[[ 0.92333243+0.j         -0.04580043-0.24653904j  0.00939249-0.27250507j]
 [-0.04580043+0.24653904j  0.92333243+0.j          0.00939249+0.27250507j]
 [ 0.06388137+0.28372031j  0.06388137-0.28372031j  0.9226622 +0.j        ]]",17.46,17.46,8,5.0,5.0,1657.5,1650
292,"[1657.44953504-1.38636599e+01j 1657.44953504+1.38636599e+01j
 1650.10092991-3.93280302e-13j]","[[ 0.92393904+0.j         -0.0454457 -0.24554682j  0.00931752-0.27165061j]
 [-0.0454457 +0.24554682j  0.92393904+0.j          0.00931752+0.27165061j]
 [ 0.06338781+0.28277216j  0.06338781-0.28277216j  0.92316751+0.j        ]]",17.52,17.52,8,5.0,5.0,1657.5,1650
293,"[1657.44996303-1.39396326e+01j 1657.44996303+1.39396326e+01j
 1650.10007393+2.89269150e-15j]","[[ 0.92453798+0.j         -0.04509532-0.24456341j  0.00924351-0.2708014j ]
 [-0.04509532+0.24456341j  0.92453798+0.j          0.00924351+0.2708014j ]
 [ 0.06290029+0.28183013j  0.06290029-0.28183013j  0.92366786+0.j        ]]",17.58,17.58,8,5.0,5.0,1657.5,1650
294,"[1657.45038521-1.40154473e+01j 1657.45038521+1.40154473e+01j
 1650.09922958-4.94343134e-13j]","[[ 0.92512941+0.j         -0.04474922-0.24358868j  0.00917043-0.26995739j]
 [-0.04474922+0.24358868j  0.92512941+0.j          0.00917043+0.26995739j]
 [ 0.06241873+0.28089417j  0.06241873-0.28089417j  0.92416331+0.j        ]]",17.64,17.64,8,5.0,5.0,1657.5,1650
295,"[1657.45080168-1.40911067e+01j 1657.45080168+1.40911067e+01j
 1650.09839663-3.80524009e-13j]","[[ 0.92571346+0.j         -0.04440732-0.2426225j   0.00909828-0.26911852j]
 [-0.04440732+0.2426225j   0.92571346+0.j          0.00909828+0.26911852j]
 [ 0.061943  +0.27996422j  0.061943  -0.27996422j  0.92465393+0.j        ]]",17.7,17.7,8,5.0,5.0,1657.5,1650
296,"[1657.45121256-1.41666132e+01j 1657.45121256+1.41666132e+01j
 1650.09757487-8.61031543e-14j]","[[ 0.92629026+0.j         -0.04406955-0.24166475j  0.00902704-0.26828475j]
 [-0.04406955+0.24166475j  0.92629026+0.j          0.00902704+0.26828475j]
 [ 0.06147301+0.27904024j  0.06147301-0.27904024j  0.92513978+0.j        ]]",17.759999999999998,17.759999999999998,8,5.0,5.0,1657.5,1650
297,"[1657.45161795-1.42419694e+01j 1657.45161795+1.42419694e+01j
 1650.09676409-2.89672609e-13j]","[[ 0.92685993+0.j         -0.04373584-0.2407153j   0.00895669-0.26745604j]
 [-0.04373584+0.2407153j   0.92685993+0.j          0.00895669+0.26745604j]
 [ 0.06100866+0.27812215j  0.06100866-0.27812215j  0.92562092+0.j        ]]",17.82,17.82,8,5.0,5.0,1657.5,1650
298,"[1657.45201796-1.43171777e+01j 1657.45201796+1.43171777e+01j
 1650.09596408-3.00309634e-13j]","[[ 0.9274226 +0.j         -0.04340612-0.23977404j  0.00888721-0.26663233j]
 [-0.04340612+0.23977404j  0.9274226 +0.j          0.00888721+0.26663233j]
 [ 0.06054986+0.27720993j  0.06054986-0.27720993j  0.92609742+0.j        ]]",17.88,17.88,8,5.0,5.0,1657.5,1650
299,"[1657.45241268-1.43922404e+01j 1657.45241268+1.43922404e+01j
 1650.09517463-7.70798590e-14j]","[[ 0.9279784 +0.j         -0.04308032-0.23884085j  0.00881859-0.26581358j]
 [-0.04308032+0.23884085j  0.9279784 +0.j          0.00881859+0.26581358j]
 [ 0.06009651+0.2763035j   0.06009651-0.2763035j   0.92656934+0.j        ]]",17.939999999999998,17.939999999999998,8,5.0,5.0,1657.5,1650
300,"[1657.45280222-1.44671599e+01j 1657.45280222+1.44671599e+01j
 1650.09439556-6.18373282e-14j]","[[ 0.92852745+0.j         -0.04275838-0.23791561j  0.00875081-0.26499974j]
 [-0.04275838+0.23791561j  0.92852745+0.j          0.00875081+0.26499974j]
 [ 0.05964852+0.27540282j  0.05964852-0.27540282j  0.92703674+0.j        ]]",18.0,18.0,8,5.0,5.0,1657.5,1650
301,"[1657.45318667-1.45419385e+01j 1657.45318667+1.45419385e+01j
 1650.09362666+1.27916067e-13j]","[[ 0.92906985+0.j         -0.04244023-0.23699821j  0.00868387-0.26419077j]
 [-0.04244023+0.23699821j  0.92906985+0.j          0.00868387+0.26419077j]
 [ 0.0592058 +0.27450784j  0.0592058 -0.27450784j  0.92749968+0.j        ]]",18.06,18.06,8,5.0,5.0,1657.5,1650
302,"[1657.45356612-1.46165783e+01j 1657.45356612+1.46165783e+01j
 1650.09286775-1.46689148e-13j]","[[ 0.92960573+0.j         -0.04212582-0.23608854j  0.00861774-0.26338663j]
 [-0.04212582+0.23608854j  0.92960573+0.j          0.00861774+0.26338663j]
 [ 0.05876827+0.27361851j  0.05876827-0.27361851j  0.92795821+0.j        ]]",18.12,18.12,8,5.0,5.0,1657.5,1650
303,"[1657.45394067-1.46910815e+01j 1657.45394067+1.46910815e+01j
 1650.09211866+1.75682548e-13j]","[[ 0.93013519+0.j         -0.04181507-0.2351865j   0.00855241-0.26258727j]
 [-0.04181507+0.2351865j   0.93013519+0.j          0.00855241+0.26258727j]
 [ 0.05833582+0.27273478j  0.05833582-0.27273478j  0.92841239+0.j        ]]",18.18,18.18,8,5.0,5.0,1657.5,1650
304,"[1657.4543104 -1.47654502e+01j 1657.4543104 +1.47654502e+01j
 1650.09137919-1.03760764e-13j]","[[ 0.93065835+0.j         -0.04150792-0.23429198j  0.00848787-0.26179264j]
 [-0.04150792+0.23429198j  0.93065835+0.j          0.00848787+0.26179264j]
 [ 0.0579084 +0.27185659j  0.0579084 -0.27185659j  0.92886228+0.j        ]]",18.24,18.24,8,5.0,5.0,1657.5,1650
305,"[1657.45467541-1.48396865e+01j 1657.45467541+1.48396865e+01j
 1650.09064918+1.71448923e-13j]","[[ 0.93117531+0.j         -0.04120433-0.23340488j  0.0084241 -0.26100271j]
 [-0.04120433+0.23340488j  0.93117531+0.j          0.0084241 +0.26100271j]
 [ 0.0574859 +0.27098391j  0.0574859 -0.27098391j  0.92930794+0.j        ]]",18.3,18.3,8,5.0,5.0,1657.5,1650
306,"[1657.45503577-1.49137923e+01j 1657.45503577+1.49137923e+01j
 1650.08992846+9.78692676e-14j]","[[ 0.93168617+0.j         -0.04090422-0.23252509j  0.00836109-0.26021743j]
 [-0.04090422+0.23252509j  0.93168617+0.j          0.00836109+0.26021743j]
 [ 0.05706825+0.27011667j  0.05706825-0.27011667j  0.92974941+0.j        ]]",18.36,18.36,8,5.0,5.0,1657.5,1650
307,"[1657.45539157-1.49877698e+01j 1657.45539157+1.49877698e+01j
 1650.08921686-3.81390016e-13j]","[[ 0.93219104+0.j         -0.04060755-0.23165251j  0.00829883-0.25943677j]
 [-0.04060755+0.23165251j  0.93219104+0.j          0.00829883+0.25943677j]
 [ 0.05665537+0.26925483j  0.05665537-0.26925483j  0.93018675+0.j        ]]",18.419999999999998,18.419999999999998,8,5.0,5.0,1657.5,1650
308,"[1657.45574289-1.50616207e+01j 1657.45574289+1.50616207e+01j
 1650.08851421+1.92378146e-13j]","[[ 0.93269002+0.j         -0.04031426-0.23078706j  0.00823731-0.25866067j]
 [-0.04031426+0.23078706j  0.93269002+0.j          0.00823731+0.25866067j]
 [ 0.05624719+0.26839835j  0.05624719-0.26839835j  0.93062001+0.j        ]]",18.48,18.48,8,5.0,5.0,1657.5,1650
309,"[1657.45608982-1.51353471e+01j 1657.45608982+1.51353471e+01j
 1650.08782037-5.58793619e-13j]","[[ 0.9331832 +0.j         -0.0400243 -0.22992862j  0.00817651-0.25788911j]
 [-0.0400243 +0.22992862j  0.9331832 +0.j          0.00817651+0.25788911j]
 [ 0.05584363+0.26754718j  0.05584363-0.26754718j  0.93104925+0.j        ]]",18.54,18.54,8,5.0,5.0,1657.5,1650
310,"[1657.45643242-1.52089507e+01j 1657.45643242+1.52089507e+01j
 1650.08713517-1.45600135e-13j]","[[ 0.93367067+0.j         -0.0397376 -0.22907712j  0.00811642-0.25712203j]
 [-0.0397376 +0.22907712j  0.93367067+0.j          0.00811642+0.25712203j]
 [ 0.05544461+0.26670126j  0.05544461-0.26670126j  0.93147451+0.j        ]]",18.599999999999998,18.599999999999998,8,5.0,5.0,1657.5,1650
311,"[1657.45677077-1.52824333e+01j 1657.45677077+1.52824333e+01j
 1650.08645846-2.60728842e-13j]","[[ 0.93415254+0.j         -0.03945413-0.22823246j  0.00805703-0.25635941j]
 [-0.03945413+0.22823246j  0.93415254+0.j          0.00805703+0.25635941j]
 [ 0.05505007+0.26586056j  0.05505007-0.26586056j  0.93189585+0.j        ]]",18.66,18.66,8,5.0,5.0,1657.5,1650
312,"[1657.45710495-1.53557968e+01j 1657.45710495+1.53557968e+01j
 1650.0857901 -6.26181832e-14j]","[[ 0.93462889+0.j         -0.03917382-0.22739455j  0.00799833-0.2556012j ]
 [-0.03917382+0.22739455j  0.93462889+0.j          0.00799833+0.2556012j ]
 [ 0.05465993+0.26502503j  0.05465993-0.26502503j  0.93231331+0.j        ]]",18.72,18.72,8,5.0,5.0,1657.5,1650
313,"[1657.45743503-1.54290428e+01j 1657.45743503+1.54290428e+01j
 1650.08512994-1.06583143e-13j]","[[ 0.93509981+0.j         -0.03889664-0.22656329j  0.0079403 -0.25484736j]
 [-0.03889664+0.22656329j  0.93509981+0.j          0.0079403 +0.25484736j]
 [ 0.05427412+0.26419462j  0.05427412-0.26419462j  0.93272694+0.j        ]]",18.779999999999998,18.779999999999998,8,5.0,5.0,1657.5,1650
314,"[1657.45776108-1.5502173e+01j 1657.45776108+1.5502173e+01j
 1650.08447785-4.8204769e-14j]","[[ 0.93556538+0.j         -0.03862252-0.22573862j  0.00788294-0.25409786j]
 [-0.03862252+0.22573862j  0.93556538+0.j          0.00788294+0.25409786j]
 [ 0.05389258+0.26336929j  0.05389258-0.26336929j  0.9331368 +0.j        ]]",18.84,18.84,8,5.0,5.0,1657.5,1650
315,"[1657.45808316-1.55751892e+01j 1657.45808316+1.55751892e+01j
 1650.08383367-4.69184564e-13j]","[[ 0.9360257 +0.j         -0.03835143-0.22492043j  0.00782623-0.25335265j]
 [-0.03835143+0.22492043j  0.9360257 +0.j          0.00782623+0.25335265j]
 [ 0.05351525+0.26254899j  0.05351525-0.26254899j  0.93354291+0.j        ]]",18.9,18.9,8,5.0,5.0,1657.5,1650
316,"[1657.45840136-1.56480929e+01j 1657.45840136+1.56480929e+01j
 1650.08319729-3.29859561e-13j]","[[ 0.93648085+0.j         -0.03808332-0.22410864j  0.00777017-0.2526117j ]
 [-0.03808332+0.22410864j  0.93648085+0.j          0.00777017+0.2526117j ]
 [ 0.05314204+0.26173368j  0.05314204-0.26173368j  0.93394534+0.j        ]]",18.96,18.96,8,5.0,5.0,1657.5,1650
317,"[1657.45871572-1.57208858e+01j 1657.45871572+1.57208858e+01j
 1650.08256856+1.62585556e-13j]","[[ 0.9369309 +0.j         -0.03781813-0.22330319j  0.00771474-0.25187498j]
 [-0.03781813+0.22330319j  0.9369309 +0.j          0.00771474+0.25187498j]
 [ 0.05277291+0.26092332j  0.05277291-0.26092332j  0.93434413+0.j        ]]",19.02,19.02,8,5.0,5.0,1657.5,1650
